name,address,price,foot,footprice,district,"tag"
福苑2座高層B室,旭龢道9號,3198,1224,26127,西半山,"分層單位
大廈"
秀麗閣低層A室,旭龢道8號,5000,1917,26082,西半山,"分層單位
大廈"
雍景臺1座高層E室,羅便臣道70號,2900,1117,25962,西半山,"分層單位
大廈"
慧豪閣1座中層F室,干德道22號,1580,611,25859,西半山,"分層單位
大廈"
殷樺花園第一期低層F室,羅便臣道95號,2200,851,25851,西半山,"分層單位
大廈"
殷豪閣中層B室,干德道2號,3600,1398,25751,西半山,"分層單位
大廈"
聯邦花園倫敦閣(1座)中層B室,干德道41號,3000,1166,25728,西半山,"分層單位
大廈
有寵屋苑"
聯邦花園倫敦閣(1座)中層A室,干德道41號,3000,1166,25728,西半山,"分層單位
大廈
有寵屋苑
車位"
慧豪閣1座高層D室,干德道22號,1150,447,25727,西半山,"分層單位
大廈"
柏苑中層A室,柏道12A號,990,385,25714,西半山,"分層單位
大廈"
海明苑高層B室,巴丙頓道4號,1238,483,25631,西半山,"分層單位
大廈
天台"
蔚晴軒中層A室,英輝台3號,1150,449,25612,西半山,"分層單位
大廈
有寵屋苑"
克頓道2號D室,克頓道2號,1900,742,25606,西半山,"分層單位
大廈
車位"
俊傑花園中層E室,列堤頓道48號,1690,661,25567,西半山,"分層單位
大廈"
寶翠園2期5座低層D室,薄扶林道89號,2800,1097,25524,西半山,"分層單位
大廈"
雍景臺1座低層B室,羅便臣道70號,2700,1060,25471,西半山,"分層單位
大廈"
嘉麗苑中層B室,般咸道64號,2850,1119,25469,西半山,"分層單位
大廈
有寵屋苑
車位"
寶翠園2期5座低層F室,薄扶林道89號,2800,1100,25454,西半山,"分層單位
大廈"
柏道2號中層A室,柏道2號,1580,621,25442,西半山,"分層單位
大廈
露台"
殷樺花園第二期中層B室,干德道56號,2080,818,25427,西半山,"分層單位
大廈"
慧明苑1座高層B室,干德道36號,2830,1114,25403,西半山,"分層單位
大廈
有寵屋苑
車位"
寶翠園1期2座中層D室,薄扶林道89號,1700,670,25373,西半山,"分層單位
大廈
連租約"
駿豪閣中層G室,干德道52號,1730,682,25366,西半山,"分層單位
大廈"
輝煌臺中層A室,西摩道1號,900,355,25352,西半山,"分層單位
大廈"
樂信臺1座低層D室,羅便臣道8號,1890,746,25335,西半山,"分層單位
大廈"
樂信臺2座低層B室,羅便臣道8號,2680,1058,25330,西半山,"分層單位
大廈"
嘉和苑高層A室,列堤頓道52號,3200,1267,25256,西半山,"分層單位
大廈
車位"
富景花園1座高層B室,干德道58A-58B號,1500,594,25252,西半山,"分層單位
大廈
有寵屋苑"
瑧環低層E室,堅道38號,1130,449,25167,西半山,"分層單位
大廈"
寶翠園1期2座高層C室,薄扶林道89號,1680,668,25149,西半山,"分層單位
大廈"
帝豪閣C座高層4室,干德道62G號,2580,1027,25121,西半山,"分層單位
大廈"
雍慧閣中層A室,般咸道11號,2160,861,25087,西半山,"分層單位
大廈"
輝煌臺高層A室,西摩道1號,890,355,25070,西半山,"分層單位
大廈"
輝煌臺高層D室,西摩道1號,1080,431,25058,西半山,"分層單位
大廈"
福苑2座低層A室,旭龢道9號,3500,1397,25053,西半山,"分層單位
大廈"
寶翠園1期1座高層A室,薄扶林道89號,2250,899,25027,西半山,"分層單位
大廈"
雍景臺2座高層G室,羅便臣道70號,2800,1119,25022,西半山,"分層單位
大廈"
帝豪閣中層2室,干德道,2480,992,25000,西半山,"分層單位
大廈"
寶翠園1期2座低層C室,薄扶林道89號,1660,665,24962,西半山,"分層單位
大廈"
麗豪閣A座高層2室,干德道8號,968,388,24948,西半山,"分層單位
大廈"
駿豪閣高層C室,干德道52號,2000,802,24937,西半山,"分層單位
大廈
車位"
輝煌臺高層A室,西摩道1號,885,355,24929,西半山,"分層單位
大廈"
聯邦花園倫敦閣(1座)高層B室,干德道41號,2900,1166,24871,西半山,"分層單位
大廈
有寵屋苑
車位"
慧明苑1座低層A室,干德道36號,2550,1027,24829,西半山,"分層單位
大廈
有寵屋苑"
金珀苑高層A室,荷李活道23號,680,274,24817,西半山,"分層單位
大廈"
嘉兆臺5座低層B室,羅便臣道10號,3200,1290,24806,西半山,"分層單位
大廈"
蔚晴軒低層C室,英輝台3號,950,383,24804,西半山,"分層單位
大廈
有寵屋苑"
廣堅大廈中層B室,堅道22-22A號,1080,436,24770,西半山,"分層單位
大廈"
俊傑花園高層G室,列堤頓道48號,1550,626,24760,西半山,"分層單位
大廈"
雍景臺2座高層C室,羅便臣道70號,2599,1052,24705,西半山,"分層單位
大廈"
TheBabington低層B室,巴丙頓道6D-6E號,1600,648,24691,西半山,"分層單位
大廈"
駿豪閣高層C室,干德道52號,1980,802,24688,西半山,"分層單位
大廈
車位"
嘉兆臺3座低層A室,羅便臣道10號,2000,812,24630,西半山,"分層單位
大廈"
英輝閣高層B室,英輝臺1號,1100,447,24608,西半山,"分層單位
大廈
天台"
嘉威花園低層A室,般咸道1號,850,346,24566,西半山,"分層單位
大廈
平台"
正大花園高層C室,羅便臣道27號,1680,684,24561,西半山,"分層單位
大廈"
樂信臺2座低層C室,羅便臣道8號,2450,1000,24500,西半山,"分層單位
大廈"
百合苑高層A室,般咸道20-22號,1350,551,24500,西半山,"分層單位
大廈"
寶翠園2期8座低層D室,薄扶林道89號,2055,840,24464,西半山,"分層單位
大廈"
聯邦花園倫敦閣(1座)高層D室,干德道41號,2850,1166,24442,西半山,"分層單位
大廈
有寵屋苑
露台
車位"
富景花園2座高層C室,干德道58A-58B號,1450,594,24410,西半山,"分層單位
大廈
有寵屋苑"
殷樺花園第一期中層D室,羅便臣道95號,2080,854,24355,西半山,"分層單位
大廈"
殷樺花園第一期中層D室,羅便臣道95號,2080,854,24355,西半山,"分層單位
大廈"
俊賢花園1座低層B室,列堤頓道29號,2100,863,24333,西半山,"分層單位
大廈"
駿豪閣中層H室,干德道52號,1950,802,24314,西半山,"分層單位
大廈
車位"
輝煌豪園高層F室,西摩道3號,1750,721,24271,西半山,"分層單位
大廈"
明珠台高層E室,干德道,4600,1896,24261,西半山,"分層單位
大廈
有寵屋苑"
寶威閣B座低層3室,柏道4號,2500,1031,24248,西半山,"分層單位
大廈"
俊威閣高層A室,薄扶林道73號,650,269,24163,西半山,"分層單位
大廈"
寶時大廈高層A室,羅便臣道30-32號,960,398,24120,西半山,"分層單位
大廈
連租約"
蔚華閣低層A室,干德道56A號,1500,622,24115,西半山,"分層單位
大廈
有寵屋苑"
慧豪閣1座低層E室,干德道22號,1800,748,24064,西半山,"分層單位
大廈"
聯邦花園維也納閣(5座)中層A室,干德道41號,2800,1166,24013,西半山,"分層單位
大廈
有寵屋苑"
聯邦花園倫敦閣(1座)中層C室,干德道41號,2800,1166,24013,西半山,"分層單位
大廈
有寵屋苑"
聯邦花園威尼斯閣(3座)中層D室,干德道41號,2800,1166,24013,西半山,"分層單位
大廈
有寵屋苑"
殷樺花園第一期高層C室,羅便臣道95號,2050,854,24004,西半山,"分層單位
大廈"
麗豪閣A座低層4室,干德道8號,1660,692,23988,西半山,"分層單位
大廈"
羅便臣花園大廈低層3F號,羅便臣道,3800,1587,23944,西半山,"分層單位
大廈"
百合苑高層B室,般咸道20-22號,1680,703,23897,西半山,"複式單位
大廈
平台"
寶翠園1期2座中層A室,薄扶林道89號,1600,670,23880,西半山,"分層單位
大廈"
樂信臺1座中層A室,羅便臣道8號,1780,746,23860,西半山,"分層單位
大廈"
時樂花園高層B室,巴丙頓道6A號,870,365,23835,西半山,"分層單位
大廈"
蔚晴軒低層A室,英輝台3號,1070,449,23830,西半山,"分層單位
大廈
有寵屋苑"
景怡居中層C室,鴨巴甸街55號,760,319,23824,西半山,"分層單位
大廈"
蔚庭軒低層E室,般咸道68號,690,290,23793,西半山,"分層單位
大廈
有寵屋苑"
金徽閣中層C室,干德道45號,4000,1682,23781,西半山,"分層單位
大廈"
雍景臺2座中層F室,羅便臣道70號,2500,1052,23764,西半山,"分層單位
大廈"
富萊閣高層B室,堅道95號,760,320,23750,西半山,"分層單位
大廈
天台"
翰庭軒高層B室,堅道75號,1150,485,23711,西半山,"分層單位
大廈"
慧豪閣1座低層B室,干德道22號,1639,695,23582,西半山,"分層單位
大廈"
雍景臺1座中層E室,羅便臣道70號,2630,1117,23545,西半山,"分層單位
大廈"
雍慧閣低層B室,般咸道11號,1980,842,23515,西半山,"分層單位
大廈"
百麗花園低層B室,亞畢諾道15號,1200,511,23483,西半山,"分層單位
大廈"
采文軒高層C室,般咸道63號,900,384,23437,西半山,"分層單位
大廈"
莊士明德軒高層A室,聖士提反里5號,1380,589,23429,西半山,"分層單位
大廈"
寶恆閣高層A室,般咸道52號,1300,555,23423,西半山,"分層單位
大廈
天台"
寶恆閣高層A室,般咸道52號,1300,555,23423,西半山,"分層單位
大廈"
駿豪閣低層D室,干德道52號,1588,682,23284,西半山,"分層單位
大廈
車位"
麗豪閣A座中層3室,干德道8號,920,396,23232,西半山,"分層單位
大廈"
精緻園低層A室,巴丙頓道18號,3400,1465,23208,西半山,"分層單位
大廈"
麗豪閣A座低層2室,干德道8號,930,401,23192,西半山,"分層單位
大廈"
蔚晴軒中層C室,英輝台3號,888,383,23185,西半山,"分層單位
大廈
有寵屋苑"
駿豪閣中層G室,干德道52號,1580,682,23167,西半山,"分層單位
大廈"
聯邦花園維也納閣(5座)高層A室,干德道41號,2700,1166,23156,西半山,"分層單位
大廈
有寵屋苑
露台
車位"
采文軒中層D室,般咸道63號,998,431,23155,西半山,"分層單位
大廈"
慧豪閣2座低層C室,干德道22號,1058,457,23150,西半山,"分層單位
大廈"
富林苑Ef座高層F室,薄扶林道84號,3600,1560,23076,西半山,"分層單位
大廈
露台
車位"
龍騰閣低層A室,旭龢道5號,2800,1216,23026,西半山,"分層單位
大廈"
應彪大廈中層B室,卑利士道1-3號,930,404,23019,西半山,"分層單位
大廈"
蔚巒閣2座低層C室,羅便臣道74號,1500,652,23006,西半山,"分層單位
大廈
有寵屋苑
車位"
豫苑1座高層A室,柏道6號,1800,786,22900,西半山,"分層單位
大廈"
蔚晴軒中層D室,英輝台3號,1028,449,22895,西半山,"分層單位
大廈
有寵屋苑"
嘉兆臺1座中層D室,羅便臣道10號,1780,780,22820,西半山,"分層單位
大廈"
雍景臺2座低層C室,羅便臣道70號,2400,1052,22813,西半山,"分層單位
大廈"
英邦大廈高層B室,卑利街69-71A號,399,175,22800,西半山,"分層單位
大廈"
衛城閣中層B室,衛城道6號,590,259,22779,西半山,"分層單位
大廈"
采文軒中層A室,般咸道63號,980,431,22737,西半山,"分層單位
大廈"
宜新大廈高層41號,羅便臣道39-41A號,1680,739,22733,西半山,"分層單位
大廈"
匯豪閣低層C室,干德道42號,1500,660,22727,西半山,"分層單位
大廈"
莊士明德軒低層C室,聖士提反里5號,600,264,22727,西半山,"分層單位
大廈
露台
平台"
聯邦花園維也納閣(5座)中層C室,干德道41號,2650,1166,22727,西半山,"分層單位
大廈
有寵屋苑"
碧翠園B座中層D室,列堤頓道67-69號,1600,704,22727,西半山,"分層單位
大廈"
萬城閣高層A室,伊利近街28號,850,374,22727,西半山,"分層單位
大廈"
雍景臺1座低層C室,羅便臣道70號,2550,1123,22707,西半山,"分層單位
大廈"
樂信臺2座低層D室,羅便臣道8號,2400,1057,22705,西半山,"分層單位
大廈"
百合苑高層A室,般咸道20-22號,1250,551,22686,西半山,"分層單位
大廈"
翰庭軒低層B室,堅道75號,1100,485,22680,西半山,"分層單位
大廈"
蔚晴軒中層D室,英輝台3號,1020,450,22666,西半山,"分層單位
大廈
有寵屋苑"
寶翠園2期5座低層A室,薄扶林道89號,2480,1097,22607,西半山,"分層單位
大廈"
雍景臺2座低層A室,羅便臣道70號,2550,1128,22606,西半山,"分層單位
大廈"
金徽閣中層C室,干德道45號,3800,1682,22592,西半山,"分層單位
大廈"
信怡閣低層B室,羅便臣道60號,2080,921,22584,西半山,"分層單位
大廈
露台"
萬城閣低層B室,伊利近街28號,838,372,22526,西半山,"分層單位
大廈"
金鳳閣高層C室,聖士提反里1-2號,1200,534,22471,西半山,"分層單位
大廈"
柏道2號中層B室,柏道2號,1900,848,22405,西半山,"分層單位
大廈"
殷樺花園第二期低層A室,干德道56號,1900,849,22379,西半山,"分層單位
大廈"
樂欣大廈中層A室,摩羅廟街31-37號,570,255,22352,西半山,"分層單位
大廈"
寶華軒中層D室,堅道117號,1780,797,22333,西半山,"分層單位
大廈"
英邦大廈低層A室,卑利街69-71A號,580,260,22307,西半山,"分層單位
大廈"
俊威閣高層A室,薄扶林道73號,600,269,22304,西半山,"分層單位
大廈"
采文軒低層D室,般咸道63號,960,431,22273,西半山,"分層單位
大廈"
蔚晴軒中層D室,英輝台3號,1000,449,22271,西半山,"分層單位
大廈
有寵屋苑"
蔚巒閣2座中層C室,羅便臣道74號,1450,652,22239,西半山,"分層單位
大廈
有寵屋苑"
百合苑中層C室,般咸道20-22號,880,396,22222,西半山,"分層單位
大廈"
金碧閣高層A室,干德道24號,1100,496,22177,西半山,"分層單位
大廈"
康威園Ef座低層F室,干德道29號,2880,1300,22153,西半山,"分層單位
大廈
有寵屋苑"
豫苑1座高層C室,柏道6號,1750,790,22151,西半山,"分層單位
大廈"
信怡閣中層C室,羅便臣道60號,2000,903,22148,西半山,"分層單位
大廈"
華輝閣高層C室,英華臺1-6號,880,398,22110,西半山,"分層單位
大廈"
慧豪閣1座低層C室,干德道22號,955,432,22106,西半山,"分層單位
大廈"
俊威閣高層B室,薄扶林道73號,588,267,22022,西半山,"分層單位
大廈"
慧豪閣2座低層A室,干德道22號,1400,636,22012,西半山,"分層單位
大廈"
嘉怡閣中層A室,摩羅廟街23-27號,750,341,21994,西半山,"分層單位
大廈"
寶威閣B座低層1室,柏道4號,3300,1501,21985,西半山,"分層單位
大廈"
蔚晴軒低層A室,英輝台3號,1000,455,21978,西半山,"分層單位
大廈
有寵屋苑"
興揚大廈中層B室,鴨巴甸街24-26號,650,296,21959,西半山,"分層單位
大廈"
翠安閣高層A室,薄扶林道71號,740,338,21893,西半山,"分層單位
大廈"
駿豪閣低層C室,干德道52號,1750,802,21820,西半山,"分層單位
大廈
車位"
醒閣高層6C號,巴丙頓道6C號,1080,495,21818,西半山,"分層單位
大廈"
德苑中層A室,梁輝臺5號,1700,780,21794,西半山,"分層單位
大廈
露台"
慧豪閣2座低層D室,干德道22號,950,437,21739,西半山,"分層單位
大廈"
堅道A室,堅道,1480,681,21732,西半山,"分層單位
大廈
平台"
翰庭軒高層C室,堅道75號,1480,681,21732,西半山,"分層單位
大廈"
嘉富大廈高層C室,般咸道19-27號,1700,783,21711,西半山,"分層單位
大廈
天台"
麗豪閣A座中層4室,干德道8號,1500,692,21676,西半山,"分層單位
大廈"
雍景臺1座中層D室,羅便臣道70號,2420,1117,21665,西半山,"分層單位
大廈"
美蘭閣中層B室,堅道58-62號,1500,693,21645,西半山,"相鄰單位
大廈"
時樂花園中層B室,巴丙頓道6A號,790,365,21643,西半山,"分層單位
大廈"
福華大廈高層45號,列堤頓道43-53號,1600,741,21592,西半山,"分層單位
大廈"
福澤花園A座中層2室,西摩道11號,1580,733,21555,西半山,"分層單位
大廈"
慧明苑2座低層A室,干德道36號,2200,1027,21421,西半山,"分層單位
大廈
有寵屋苑"
英華閣高層A室,英華臺12號,998,466,21416,西半山,"分層單位
大廈"
寧養臺B座中層D室,般咸道78A-78B號,3680,1719,21407,西半山,"分層單位
大廈
有寵屋苑"
恒柏園B座低層3室,列堤頓道1號,2800,1308,21406,西半山,"分層單位
大廈"
高雲臺低層B室,西摩道2號,1650,771,21400,西半山,"分層單位
大廈"
樂欣大廈高層A室,摩羅廟街31-37號,720,337,21364,西半山,"分層單位
大廈"
翰庭軒中層A室,堅道75號,950,446,21300,西半山,"分層單位
大廈"
豫苑1座低層E室,柏道6號,1250,587,21294,西半山,"分層單位
大廈"
第一大廈低層108號,羅便臣道102-108號,1600,752,21276,西半山,"分層單位
大廈"
學士臺3座中層C室,薄扶林道101號,1380,649,21263,西半山,"分層單位
大廈"
高雲臺高層C室,西摩道2號,1650,776,21262,西半山,"分層單位
大廈"
福熙苑低層C室,摩羅廟街1-9號,730,344,21220,西半山,"分層單位
大廈"
活倫閣高層B室,活倫臺1號,800,377,21220,西半山,"分層單位
大廈"
嘉利大廈低層E室,嘉咸街45-53A號,700,330,21212,西半山,"分層單位
大廈"
嘉兆臺1座中層D室,羅便臣道10號,1650,780,21153,西半山,"分層單位
大廈"
萬翠花園高層126號,堅道126號,1100,520,21153,西半山,"分層單位
大廈"
穎章大廈低層D室,般咸道37-47號,1450,686,21137,西半山,"分層單位
大廈"
亞畢諾大廈低層A室,亞畢諾道10-14號,1068,506,21106,西半山,"分層單位
大廈
平台"
學林雅軒中層A室,般咸道63G號,1390,659,21092,西半山,"分層單位
大廈"
翰庭軒低層A室,堅道75號,940,446,21076,西半山,"分層單位
大廈"
福臨閣高層A室,活倫臺2-3號,830,394,21065,西半山,"分層單位
大廈"
柏道2號低層D室,柏道2號,1680,798,21052,西半山,"分層單位
大廈"
信怡閣低層C室,羅便臣道60號,1900,903,21040,西半山,"分層單位
大廈
露台"
聯邦花園威尼斯閣(3座)低層A室,干德道41號,2450,1166,21012,西半山,"分層單位
大廈
有寵屋苑"
明珠台高層F室,干德道,3980,1896,20991,西半山,"分層單位
大廈
有寵屋苑"
寶威閣A座低層5室,柏道4號,2200,1051,20932,西半山,"分層單位
大廈"
福熙苑高層B室,羅便臣道22號,720,344,20930,西半山,"分層單位
大廈"
莊士明德軒低層A室,聖士提反里5號,1228,589,20848,西半山,"分層單位
大廈"
寶玉閣低層A室,西摩道49號,690,332,20783,西半山,"分層單位
大廈"
豪景閣高層A室,羅便臣道21號,750,361,20775,西半山,"分層單位
大廈"
士丹頓街30號,士丹頓街,1020,491,20773,西半山,"分層單位
大廈
露台"
高雲臺高層B室,西摩道2號,1600,771,20752,西半山,"分層單位
大廈"
金徽閣中層A室,干德道45號,3400,1640,20731,西半山,"分層單位
大廈
車位"
雍景臺2座中層F室,羅便臣道70號,2180,1052,20722,西半山,"分層單位
大廈"
錦翠園中層B室,般咸道46A-50號,2080,1004,20717,西半山,"分層單位
大廈"
高雲臺高層D室,西摩道2號,1580,763,20707,西半山,"分層單位
大廈"
輝永大廈低層A室(6A號),西摩道6A-6B號,1700,822,20681,西半山,"分層單位
大廈"
俊威閣低層B室,薄扶林道73號,550,267,20599,西半山,"分層單位
大廈"
英輝閣高層B室,英輝臺1號,920,447,20581,西半山,"分層單位
大廈"
華輝閣低層A室,英華臺1-6號,580,282,20567,西半山,"分層單位
大廈"
金碧閣高層A室,干德道24號,1020,496,20564,西半山,"分層單位
大廈"
般柏苑低層A室,柏道6A號,660,322,20496,西半山,"分層單位
大廈"
俊傑花園中層B室,列堤頓道48號,1600,781,20486,西半山,"分層單位
大廈"
學林雅軒低層A室,般咸道63G號,1350,659,20485,西半山,"分層單位
大廈"
寶玉閣低層D室,西摩道49號,680,332,20481,西半山,"分層單位
大廈"
麗怡大廈高層B室,般咸道38號,890,435,20459,西半山,"分層單位
大廈"
豫苑2座中層G室,柏道6號,1200,587,20442,西半山,"分層單位
大廈"
翠安閣低層,薄扶林道71號,690,338,20414,西半山,"分層單位
大廈"
駿豪閣中層A室,干德道52號,1480,725,20413,西半山,"分層單位
大廈"
寶玉閣低層C室,西摩道49號,755,370,20405,西半山,"分層單位
大廈"
麗怡大廈低層C室,般咸道38號,880,432,20370,西半山,"分層單位
大廈"
信怡閣中層A室,羅便臣道60號,2100,1033,20329,西半山,"分層單位
大廈"
俊傑花園低層D室,列堤頓道48號,1590,783,20306,西半山,"分層單位
大廈"
慧豪閣2座低層F室,干德道22號,1290,636,20283,西半山,"分層單位
大廈"
羅便臣道中層69B號(B室),羅便臣道,3500,1727,20266,西半山,"分層單位
大廈"
美樂閣中層12號,摩羅廟街12號,800,395,20253,西半山,"分層單位
大廈"
華庭閣中層D室,干德道49號,1630,805,20248,西半山,"分層單位
大廈"
蔚巒閣1座高層C室,羅便臣道74號,1320,652,20245,西半山,"分層單位
大廈
有寵屋苑"
麗豪閣A座低層4室,干德道8號,1400,692,20231,西半山,"分層單位
大廈"
俊傑花園中層B室,列堤頓道48號,1580,781,20230,西半山,"分層單位
大廈"
禮順苑中層B室,摩羅廟交加街8號,950,470,20212,西半山,"分層單位
大廈"
百合苑低層C室,般咸道20-22號,800,396,20202,西半山,"分層單位
大廈"
慧豪閣1座低層F室,干德道22號,1230,611,20130,西半山,"分層單位
大廈"
芝蘭台A座低層A2室,干德道3號,3800,1893,20073,西半山,"分層單位
大廈
露台
車位"
高雲臺高層F室,西摩道2號,1639,817,20061,西半山,"分層單位
大廈"
華庭閣低層C室,干德道49號,1770,883,20045,西半山,"分層單位
大廈"
學士臺3座低層G室,薄扶林道101號,1300,649,20030,西半山,"分層單位
大廈"
學士臺1座中層G室,薄扶林道101號,1300,649,20030,西半山,"分層單位
大廈"
康威園Cd座中層D室,干德道29號,2600,1300,20000,西半山,"分層單位
大廈
有寵屋苑
車位"
寶翠園2期5座低層A室,薄扶林道89號,2194,1097,20000,西半山,"分層單位
大廈"
高雲臺低層C室,西摩道2號,1550,776,19974,西半山,"分層單位
大廈"
穎章大廈高層D室,般咸道37-47號,1370,686,19970,西半山,"分層單位
大廈"
俊傑花園低層G室,列堤頓道48號,1250,626,19968,西半山,"分層單位
大廈"
百合苑中層A室,般咸道20-22號,1100,551,19963,西半山,"分層單位
大廈"
新中環大廈高層E室,結志街39-49號,590,296,19932,西半山,"分層單位
大廈"
福臨閣高層D室,活倫臺2-3號,785,394,19923,西半山,"分層單位
大廈"
樂信臺2座中層A室,羅便臣道8號,2000,1004,19920,西半山,"分層單位
大廈"
嘉寶園中層A室,西摩臺2-3號,1080,543,19889,西半山,"分層單位
大廈"
德苑高層B室,梁輝臺5號,1550,780,19871,西半山,"分層單位
大廈"
年豐園2座低層F室,干德道51號,2498,1258,19852,西半山,"分層單位
大廈"
萬城閣高層B室,伊利近街28號,780,395,19746,西半山,"分層單位
大廈"
禮順苑中層B室,摩羅廟交加街8號,925,470,19680,西半山,"分層單位
大廈"
金鳳閣高層D室,聖士提反里1-2號,1050,534,19662,西半山,"分層單位
大廈"
雍景臺2座低層D室,羅便臣道70號,2060,1048,19656,西半山,"分層單位
大廈"
慧林閣中層B室,摩羅廟交加街17-27號,1230,626,19648,西半山,"分層單位
大廈"
蔚巒閣1座低層B室,羅便臣道74號,1280,652,19631,西半山,"分層單位
大廈
有寵屋苑"
美麗閣高層C室,衛城道10號,2380,1215,19588,西半山,"分層單位
大廈"
錦明閣低層E室,薄扶林道69號,720,369,19512,西半山,"分層單位
大廈"
嘉景臺中層E室,堅道93號,850,436,19495,西半山,"分層單位
大廈"
金莉大廈中層B室,卑利街80-82號,650,336,19345,西半山,"分層單位
大廈"
高雲臺中層C室,西摩道2號,1500,776,19329,西半山,"分層單位
大廈"
高雲臺低層E室,西摩道2號,1550,802,19326,西半山,"分層單位
大廈"
海雅閣高層A室,堅道120號,860,445,19325,西半山,"分層單位
大廈"
福熙苑中層A室,羅便臣道22號,1200,621,19323,西半山,"分層單位
大廈"
雍景臺1座中層C室,羅便臣道70號,2168,1123,19305,西半山,"分層單位
大廈"
芝蘭台B座高層B室,干德道5號,2450,1270,19291,西半山,"分層單位
大廈"
興華樓B座中層B1室,屋蘭士里6-8號,2200,1141,19281,西半山,"分層單位
大廈"
太子臺高層B室,太子臺,495,257,19260,西半山,"分層單位
大廈
天台"
翠安閣中層B室,薄扶林道71號,650,338,19230,西半山,"分層單位
大廈"
嘉兆臺1座低層D室,羅便臣道10號,1498,780,19205,西半山,"分層單位
大廈"
慧林閣低層A室,摩羅廟交加街17-27號,1200,626,19169,西半山,"分層單位
大廈"
俊傑花園低層G室,列堤頓道48號,1200,626,19169,西半山,"分層單位
大廈"
金鳳閣中層B室,聖士提反里1-2號,830,433,19168,西半山,"分層單位
大廈"
嘉輝大廈中層D室,西摩道23號,1610,842,19121,西半山,"分層單位
大廈"
豪景閣高層A室,羅便臣道21號,690,361,19113,西半山,"分層單位
大廈"
嘉豪大廈低層B室,嘉咸街35-39號,540,283,19081,西半山,"分層單位
大廈"
萬翠花園低層126號,堅道126號,988,520,19000,西半山,"分層單位
大廈
平台"
興漢大廈中層A室,興漢道15號,1380,727,18982,西半山,"分層單位
大廈"
俊威閣高層B室,薄扶林道73號,538,284,18943,西半山,"分層單位
大廈"
樂怡閣低層A室,羅便臣道11號,1500,792,18939,西半山,"分層單位
大廈"
金鳳閣高層B室,聖士提反里1-2號,820,433,18937,西半山,"分層單位
大廈"
穎章大廈中層D室,般咸道37-47號,1298,686,18921,西半山,"分層單位
大廈"
金寧大廈中層A室,般咸道13-15號,1180,624,18910,西半山,"分層單位
大廈"
般柏苑低層A室,柏道6A號,608,322,18881,西半山,"分層單位
大廈"
福澤花園A座低層1室,西摩道11號,1750,927,18878,西半山,"分層單位
大廈"
金豪大廈中層B室,鴨巴甸街41-49號,760,403,18858,西半山,"分層單位
大廈"
信怡閣低層C室,羅便臣道60號,1700,903,18826,西半山,"分層單位
大廈"
廣堅大廈低層A室,堅道22-22A號,820,436,18807,西半山,"分層單位
大廈"
樂信臺3座中層C室,羅便臣道8號,1430,762,18766,西半山,"分層單位
大廈"
禮順苑中層A室,摩羅廟交加街8號,880,470,18723,西半山,"分層單位
大廈"
威利大廈高層A室,威靈頓街97號,560,300,18666,西半山,"分層單位
大廈"
豐樂閣中層C室,堅道99號,2550,1367,18653,西半山,"分層單位
大廈
車位"
學士臺2座低層H室,薄扶林道101號,990,531,18644,西半山,"分層單位
大廈"
士丹頓街33號(A室),士丹頓街,600,322,18633,西半山,"分層單位
大廈"
殷樺花園第一期低層C室,羅便臣道95號,1590,854,18618,西半山,"分層單位
大廈"
興華樓B座低層B4室,屋蘭士里6-8號,700,376,18617,西半山,"分層單位
大廈
平台"
俊威閣低層A室,薄扶林道73號,500,269,18587,西半山,"分層單位
大廈"
華輝閣高層C室,英華臺1-6號,739,398,18567,西半山,"分層單位
大廈"
匯豪閣低層A室,干德道42號,1538,829,18552,西半山,"分層單位
大廈"
學士臺1座低層G室,薄扶林道101號,1200,649,18489,西半山,"分層單位
大廈"
金莉大廈低層B室,卑利街80-82號,620,336,18452,西半山,"分層單位
大廈"
帝華臺低層C室,列拿士地臺1號,1238,671,18450,西半山,"分層單位
大廈"
金麗閣低層66B號,般咸道66B-66C號,2780,1508,18435,西半山,"分層單位
大廈"
嘉兆臺2座低層B室,羅便臣道10號,1500,814,18427,西半山,"分層單位
大廈"
威利大廈中層C室,威靈頓街97號,550,299,18394,西半山,"分層單位
大廈"
穎章大廈高層A室,般咸道37-47號,2050,1116,18369,西半山,"分層單位
大廈
車位"
豫苑2座低層C室,柏道6號,1450,790,18354,西半山,"分層單位
大廈"
興華大廈高層M1室,巴丙頓道1號,1700,927,18338,西半山,"分層單位
大廈"
錦翠園低層A室,般咸道46A-50號,1580,862,18329,西半山,"分層單位
大廈"
麗怡大廈中層C室,般咸道38號,790,432,18287,西半山,"分層單位
大廈"
裕仁大廈A座中層1室,薄扶林道96號,2400,1313,18278,西半山,"分層單位
大廈"
學士臺1座中層D室,薄扶林道101號,968,531,18229,西半山,"分層單位
大廈"
興漢大廈高層C室,興漢道15號,1320,727,18156,西半山,"分層單位
大廈"
華輝閣高層C室,英華臺1-6號,720,398,18090,西半山,"分層單位
大廈"
嘉年華閣中層C室,堅道141-145號,1000,555,18018,西半山,"分層單位
大廈"
萬城閣中層B室,伊利近街28號,670,372,18010,西半山,"分層單位
大廈"
穎章大廈高層C室,般咸道37-47號,1998,1110,18000,西半山,"分層單位
大廈"
華輝閣低層E室,英華臺1-6號,550,306,17973,西半山,"分層單位
大廈"
